evidence_id,task_code,school,stage,evidence_type,evidence_text,normalized_value,source_question,source_url,confidence,updated_at
hku__submit_conditions__deadline__0158_00,submit_conditions,HKU,offer_acceptance,deadline,Please note that you can only upload your supporting documents before the application deadline or within four weeks of your account creation.,Please note that you can only upload your supporting documents before the application deadline or within four weeks of your account creation.,I cannot upload my documents on the online application system. What should I do?,https://admissions.hku.hk/tpg/faq,low,2026-06-30
hku__submit_conditions__required_document__0158_01,submit_conditions,HKU,offer_acceptance,required_document,Please note that you can only upload your supporting documents before the application deadline or within four weeks of your account creation.,document; documents,I cannot upload my documents on the online application system. What should I do?,https://admissions.hku.hk/tpg/faq,low,2026-06-30
hku__submit_conditions__action_instruction__0158_02,submit_conditions,HKU,offer_acceptance,action_instruction,Please note that you can only upload your supporting documents before the application deadline or within four weeks of your account creation.,Please note that you can only upload your supporting documents before the application deadline or within four weeks of your account creation.,I cannot upload my documents on the online application system. What should I do?,https://admissions.hku.hk/tpg/faq,low,2026-06-30
hku__submit_conditions__action_instruction__0158_03,submit_conditions,HKU,offer_acceptance,action_instruction,"If the uploading period has expired, or the file size is too large, you can contact the relevant programme office for advice.","If the uploading period has expired, or the file size is too large, you can contact the relevant programme office for advice.",I cannot upload my documents on the online application system. What should I do?,https://admissions.hku.hk/tpg/faq,low,2026-06-30
hku__submit_conditions__required_document__0160_00,submit_conditions,HKU,offer_acceptance,required_document,"For most programmes, posting documents is not required at the application stage.",document; documents,Do I need to post the original/certified true copy of the supporting documents after submitting an application?,https://admissions.hku.hk/tpg/faq,low,2026-06-30
hku__submit_conditions__required_document__0160_01,submit_conditions,HKU,offer_acceptance,required_document,"Should an applicant be considered for admission, he/she will receive an email notification from the programme office to submit the original documents.",document; documents,Do I need to post the original/certified true copy of the supporting documents after submitting an application?,https://admissions.hku.hk/tpg/faq,low,2026-06-30
hku__submit_conditions__action_instruction__0160_02,submit_conditions,HKU,offer_acceptance,action_instruction,"Should an applicant be considered for admission, he/she will receive an email notification from the programme office to submit the original documents.","Should an applicant be considered for admission, he/she will receive an email notification from the programme office to submit the original documents.",Do I need to post the original/certified true copy of the supporting documents after submitting an application?,https://admissions.hku.hk/tpg/faq,low,2026-06-30
hku__submit_conditions__required_document__0160_03,submit_conditions,HKU,offer_acceptance,required_document,"For details, please refer to the ""Supporting Documents"" of relevant programmes.",document; documents,Do I need to post the original/certified true copy of the supporting documents after submitting an application?,https://admissions.hku.hk/tpg/faq,low,2026-06-30
hku__apply_student_visa__deadline__0166_00,apply_student_visa,HKU,visa,deadline,Please note that the processing time for student visa applications is approximately 10-12 weeks.,Please note that the processing time for student visa applications is approximately 10-12 weeks.,How can I obtain a student visa?,https://admissions.hku.hk/tpg/faq,medium,2026-06-30
hku__apply_student_visa__action_instruction__0166_01,apply_student_visa,HKU,visa,action_instruction,"For details, please visit our website: HKU Student Visa Scholarship and Housing","For details, please visit our website: HKU Student Visa Scholarship and Housing",How can I obtain a student visa?,https://admissions.hku.hk/tpg/faq,medium,2026-06-30
hku__apply_accommodation__action_instruction__0168_00,apply_accommodation,HKU,housing,action_instruction,"To learn more about eligibility for University housing, please visit the CEDARS website for details and to access the online application.","To learn more about eligibility for University housing, please visit the CEDARS website for details and to access the online application.",Is postgraduate housing available?,https://admissions.hku.hk/tpg/faq,medium,2026-06-30
hkust__pay_deposit__deadline__0169_00,pay_deposit,HKUST,offer_acceptance,deadline,Accept the offer online by the offer acceptance deadline.,Accept the offer online by the offer acceptance deadline.,I have received an admission offer online. What should I do next?,https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__pay_deposit__action_instruction__0169_01,pay_deposit,HKUST,offer_acceptance,action_instruction,Accept the offer online by the offer acceptance deadline.,Accept the offer online by the offer acceptance deadline.,I have received an admission offer online. What should I do next?,https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__pay_deposit__action_instruction__0169_02,pay_deposit,HKUST,offer_acceptance,action_instruction,Pay the deposit to confirm your acceptance.,Pay the deposit to confirm your acceptance.,I have received an admission offer online. What should I do next?,https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__pay_deposit__action_instruction__0169_03,pay_deposit,HKUST,offer_acceptance,action_instruction,"If you are a current/ previous student at the University, make sure you have settled all outstanding payment from your studies in order to proceed to new program registration.","If you are a current/ previous student at the University, make sure you have settled all outstanding payment from your studies in order to proceed to new program registration.",I have received an admission offer online. What should I do next?,https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__submit_conditions__deadline__0170_00,submit_conditions,HKUST,offer_acceptance,deadline,"Submit relevant documents as proof as early as possible and no later than mid-July for Fall admission, or end December for Spring admission.","Submit relevant documents as proof as early as possible and no later than mid-July for Fall admission, or end December for Spring admission.",How should I notify the University that I have met the offer conditions?,https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__submit_conditions__required_document__0170_01,submit_conditions,HKUST,offer_acceptance,required_document,"Submit relevant documents as proof as early as possible and no later than mid-July for Fall admission, or end December for Spring admission.",document; documents,How should I notify the University that I have met the offer conditions?,https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__submit_conditions__action_instruction__0170_02,submit_conditions,HKUST,offer_acceptance,action_instruction,"Submit relevant documents as proof as early as possible and no later than mid-July for Fall admission, or end December for Spring admission.","Submit relevant documents as proof as early as possible and no later than mid-July for Fall admission, or end December for Spring admission.",How should I notify the University that I have met the offer conditions?,https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__pay_deposit__action_instruction__0171_00,pay_deposit,HKUST,offer_acceptance,action_instruction,Deposit payment instructions will be available after you click “Accept Offer and Pay” in the Online Admission System.,Deposit payment instructions will be available after you click “Accept Offer and Pay” in the Online Admission System.,How can I pay the deposit for accepting the offer?,https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__pay_deposit__deadline__0171_01,pay_deposit,HKUST,offer_acceptance,deadline,Please upload the payment proof by the deadline.,Please upload the payment proof by the deadline.,How can I pay the deposit for accepting the offer?,https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__pay_deposit__action_instruction__0171_02,pay_deposit,HKUST,offer_acceptance,action_instruction,Please upload the payment proof by the deadline.,Please upload the payment proof by the deadline.,How can I pay the deposit for accepting the offer?,https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__submit_conditions__required_document__0172_00,submit_conditions,HKUST,offer_acceptance,required_document,Check the Document Checklist which will appear after you have accepted the offer online.,document; checklist,I have accepted the offer. What supporting documents should I submit and how?,https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__submit_conditions__action_instruction__0172_01,submit_conditions,HKUST,offer_acceptance,action_instruction,Check the Document Checklist which will appear after you have accepted the offer online.,Check the Document Checklist which will appear after you have accepted the offer online.,I have accepted the offer. What supporting documents should I submit and how?,https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
hkust__submit_conditions__deadline__0172_02,submit_conditions,HKUST,offer_acceptance,deadline,Refer to Document Requirements for details and tips as below: Arrange official documents to be sent before the deadline stipulated in the offer letter/ Document Checklist.,Refer to Document Requirements for details and tips as below: Arrange official documents to be sent before the deadline stipulated in the offer letter/ Document Checklist.,I have accepted the offer. What supporting documents should I submit and how?,https://fytgs.hkust.edu.hk/admissions/faq,medium,2026-06-30
